transaction_date,ticker,executive,executive_title,security_type,acquisition_or_disposal,shares,share_price
2016-05-06,IBM,"SCHROETER, MARTIN J",Sr. VP and CFO,Phantom Stock Unit,A,103.0,0.0
2016-05-06,IBM,"SUTULA, STANLEY J III","VP, Controller",Phantom Stock Unit,A,7.0,0.0
2016-05-06,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,150.0,0.0
2016-05-06,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Phantom Stock Unit,A,151.0,0.0
2016-05-06,IBM,"LEBLANC, ROBERT J.",Senior Vice President,Phantom Stock Unit,A,135.0,0.0
2016-05-06,IBM,"KRISHNA, ARVIND",Senior Vice President,Phantom Stock Unit,A,119.0,0.0
2016-05-06,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,57.0,0.0
2016-05-05,IBM,"PICCIANO, ROBERT J",Senior Vice President,Common Stock,D,100.0,146.5
2016-05-05,IBM,"PICCIANO, ROBERT J",Senior Vice President,Common Stock,D,1923.0,146.485
2016-05-05,IBM,"PICCIANO, ROBERT J",Senior Vice President,Common Stock,D,1067.0,146.49
2016-04-29,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,5.0,145.94
2016-04-29,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,11.0,145.94
2016-04-29,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,9.0,145.94
2016-04-29,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Phantom Stock Unit,A,109.0,145.94
2016-04-29,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,6.0,145.94
2016-04-20,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,500.0,146.83
2016-04-20,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,2700.0,146.8301
2016-04-20,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,700.0,146.84
2016-04-15,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,9.0,151.72
2016-04-15,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,11.0,151.72
2016-04-15,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,5.0,151.72
2016-04-15,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,5.0,151.72
2016-04-15,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Phantom Stock Unit,A,105.0,151.72
2016-04-01,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Common Stock,D,2853.0,151.635
2016-04-01,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Rst. Stock Unit,D,5556.0,0.0
2016-04-01,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Common Stock,A,5556.0,0.0
2016-03-31,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,5.0,151.45
2016-03-31,IBM,"OLAYAN, HUTHAM S",Director,Promised Fee Share,A,496.0,151.45
2016-03-31,IBM,"OWENS, JAMES W",Director,Promised Fee Share,A,298.0,151.45
2016-03-31,IBM,"SPERO, JOAN E",Director,Promised Fee Share,A,496.0,151.45
2016-03-31,IBM,"TAUREL, SIDNEY",Director,Promised Fee Share,A,529.0,151.45
2016-03-31,IBM,"VOSER, PETER R.",Director,Promised Fee Share,A,496.0,151.45
2016-03-31,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,5.0,151.45
2016-03-31,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Phantom Stock Unit,A,105.0,151.45
2016-03-31,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,11.0,151.45
2016-03-31,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,9.0,151.45
2016-03-31,IBM,"BELDA, ALAIN J P",Director,Promised Fee Share,A,496.0,151.45
2016-03-31,IBM,"BRODY, WILLIAM R MD PHD",Director,Promised Fee Share,A,496.0,151.45
2016-03-31,IBM,"CHENAULT, KENNETH I",Director,Promised Fee Share,A,496.0,151.45
2016-03-31,IBM,"ESKEW, MICHAEL L",Director,Promised Fee Share,A,578.0,151.45
2016-03-31,IBM,"FARR, DAVID N",Director,Promised Fee Share,A,298.0,151.45
2016-03-31,IBM,"FIELDS, MARK",Director,Promised Fee Share,A,166.0,151.45
2016-03-31,IBM,"GORSKY, ALEX",Director,Promised Fee Share,A,496.0,151.45
2016-03-31,IBM,"JACKSON, SHIRLEY A",Director,Promised Fee Share,A,529.0,151.45
2016-03-31,IBM,"LIVERIS, ANDREW N",Director,Promised Fee Share,A,496.0,151.45
2016-03-31,IBM,"MCNERNEY, W JAMES JR",Director,Promised Fee Share,A,496.0,151.45
2016-03-15,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,277.0,142.96
2016-03-15,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,246.0,142.96
2016-03-15,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,4090.0,142.96
2016-03-15,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Phantom Stock Unit,A,3577.0,142.96
2016-03-15,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,266.0,142.96
2016-02-29,IBM,"ESKEW, MICHAEL L",Director,BOD Stock Option (right to buy),D,4000.0,0.0
2016-02-29,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,10.0,131.03
2016-02-29,IBM,"ESKEW, MICHAEL L",Director,Common Stock,A,4000.0,82.7
2016-02-29,IBM,"ESKEW, MICHAEL L",Director,Common Stock,D,200.0,132.33
2016-02-29,IBM,"ESKEW, MICHAEL L",Director,Common Stock,D,3500.0,132.3471
2016-02-29,IBM,"ESKEW, MICHAEL L",Director,Common Stock,D,300.0,132.36
2016-02-29,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Phantom Stock Unit,A,121.0,131.03
2016-02-29,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,6.0,131.03
2016-02-29,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,6.0,131.03
2016-02-29,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,13.0,131.03
2016-02-26,IBM,"SCHROETER, MARTIN J",Sr. VP and CFO,Common Stock,A,213.0,82.76
2016-02-26,IBM,"SCHROETER, MARTIN J",Sr. VP and CFO,Emp. Stock Option (right to buy),D,213.0,0.0
2016-02-23,IBM,"GHERSON, DIANE J",Senior Vice President,Common Stock,A,2894.7645,132.4
2016-02-22,IBM,"JETTER, MARTIN",Senior Vice President,Common Stock,A,299.0207,133.77
2016-02-18,IBM,"CLEMENTI, ERICH",Senior Vice President,Common Stock,D,679.0,133.32
2016-02-18,IBM,"CLEMENTI, ERICH",Senior Vice President,Emp. Stock Option (right to buy),D,2627.0,0.0
2016-02-18,IBM,"CLEMENTI, ERICH",Senior Vice President,Common Stock,A,2627.0,82.76
2016-02-18,IBM,"CLEMENTI, ERICH",Senior Vice President,Common Stock,D,900.0,133.335
2016-02-18,IBM,"CLEMENTI, ERICH",Senior Vice President,Common Stock,D,1048.0,133.3259
2016-02-17,IBM,"KELLY, JOHN E III",Senior Vice President,Emp. Stock Option (right to buy),D,7378.0,0.0
2016-02-17,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Common Stock,D,552.0,125.68
2016-02-17,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Common Stock,D,800.0,125.69
2016-02-17,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Emp. Stock Option (right to buy),D,1352.0,0.0
2016-02-17,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Common Stock,A,1352.0,82.76
2016-02-17,IBM,"KELLY, JOHN E III",Senior Vice President,Common Stock,A,7378.0,82.76
2016-02-17,IBM,"KELLY, JOHN E III",Senior Vice President,Common Stock,D,177.0,124.63
2016-02-17,IBM,"KELLY, JOHN E III",Senior Vice President,Common Stock,D,200.0,124.64
2016-02-17,IBM,"KELLY, JOHN E III",Senior Vice President,Common Stock,D,300.0,124.65
2016-02-17,IBM,"KELLY, JOHN E III",Senior Vice President,Common Stock,D,300.0,124.66
2016-02-17,IBM,"KELLY, JOHN E III",Senior Vice President,Common Stock,D,5900.0,124.67
2016-02-17,IBM,"KELLY, JOHN E III",Senior Vice President,Common Stock,D,301.0,124.68
2016-02-17,IBM,"KELLY, JOHN E III",Senior Vice President,Common Stock,D,200.0,124.69
2016-02-16,IBM,"CHENAULT, KENNETH I",Director,Common Stock,D,2427.0,121.5264
2016-02-16,IBM,"CHENAULT, KENNETH I",Director,Common Stock,D,300.0,121.53
2016-02-16,IBM,"CHENAULT, KENNETH I",Director,Common Stock,A,4000.0,82.7
2016-02-16,IBM,"CHENAULT, KENNETH I",Director,BOD Stock Option (right to buy),D,4000.0,0.0
2016-02-12,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,11.0,121.04
2016-02-12,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,7.0,121.04
2016-02-12,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,6.0,121.04
2016-02-12,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,14.0,121.04
2016-02-11,IBM,"TAUREL, SIDNEY",Director,BOD Stock Option (right to buy),D,4000.0,0.0
2016-02-11,IBM,"TAUREL, SIDNEY",Director,Common Stock,A,4000.0,82.7
2016-02-10,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,700.0,123.1
2016-02-10,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,200.0,123.11
2016-02-10,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,4050.0,123.1124
2016-02-10,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,400.0,123.07
2016-02-09,IBM,"SPERO, JOAN E",Director,Common Stock,D,200.0,125.135
2016-02-09,IBM,"SPERO, JOAN E",Director,Common Stock,A,4000.0,82.7
2016-02-09,IBM,"SPERO, JOAN E",Director,Common Stock,D,100.0,125.1
2016-02-09,IBM,"SPERO, JOAN E",Director,Common Stock,D,2085.0,125.1035
2016-02-09,IBM,"SPERO, JOAN E",Director,Common Stock,D,1600.0,125.12
2016-02-09,IBM,"SPERO, JOAN E",Director,Common Stock,D,15.0,125.13
2016-02-09,IBM,"SPERO, JOAN E",Director,BOD Stock Option (right to buy),D,4000.0,0.0
2016-02-08,IBM,"SUTULA, STANLEY J III","VP, Controller",Phantom Stock Unit,A,7.0,0.0
2016-02-08,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Phantom Stock Unit,A,162.0,0.0
2016-02-08,IBM,"SCHROETER, MARTIN J",Sr. VP and CFO,Phantom Stock Unit,A,110.0,0.0
2016-02-08,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,157.0,0.0
2016-02-08,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,58.0,0.0
2016-02-08,IBM,"KELLY, JOHN E III",Senior Vice President,Phantom Stock Unit,A,101.0,0.0
2016-02-08,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,45.0,0.0
2016-02-08,IBM,"IWATA, JON C",Senior Vice President,Phantom Stock Unit,A,57.0,0.0
2016-02-08,IBM,"GHERSON, DIANE J",Senior Vice President,Phantom Stock Unit,A,18.0,0.0
2016-02-08,IBM,"CLEMENTI, ERICH",Senior Vice President,Phantom Stock Unit,A,173.0,0.0
2016-02-08,IBM,"ARNOLD, COLLEEN F.",Senior Vice President,Phantom Stock Unit,A,53.0,0.0
2016-02-08,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Phantom Stock Unit,A,124.0,0.0
2016-02-08,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Phantom Stock Unit,A,167.0,0.0
2016-02-08,IBM,"KRISHNA, ARVIND",Senior Vice President,Phantom Stock Unit,A,127.0,0.0
2016-02-08,IBM,"LEBLANC, ROBERT J.",Senior Vice President,Phantom Stock Unit,A,144.0,0.0
2016-02-08,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,157.0,0.0
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,300.0,125.98
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,405.0,126.1
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,500.0,126.11
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,719.0,126.12
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,38.0,126.15
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,200.0,126.16
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,900.0,126.17
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,968.0,126.18
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,100.0,126.1854
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,1471.0,126.19
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,1273.0,126.2
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,A,21456.0,91.04
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,100.0,125.85
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,200.0,125.88
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,300.0,125.885
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,300.0,125.9
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,400.0,125.91
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,900.0,125.92
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,150.0,125.93
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,400.0,125.94
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,100.0,126.07
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,100.0,126.38
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,36.0,126.3787
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,300.0,126.26
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,100.0,126.2517
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,100.0,126.24
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,1001.0,126.22
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,100.0,126.115
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,100.0,126.0824
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,300.0,125.95
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,100.0,125.99
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,2625.0,126.0
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,800.0,126.01
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,400.0,126.03
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,800.0,126.04
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,300.0,126.045
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,600.0,126.05
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,300.0,126.09
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Emp. Stock Option (right to buy),D,21456.0,0.0
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,3254.0,0.0
2016-02-05,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,800.0,126.08
2016-02-01,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,D,342.0,124.49
2016-02-01,IBM,"ARNOLD, COLLEEN F.",Senior Vice President,Common Stock,D,2218.0,124.49
2016-02-01,IBM,"KRISHNA, ARVIND",Senior Vice President,Common Stock,A,2476.0,0.0
2016-02-01,IBM,"KRISHNA, ARVIND",Senior Vice President,Common Stock,D,915.0,124.49
2016-02-01,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Common Stock,D,2318.0,124.49
2016-02-01,IBM,"SCHROETER, MARTIN J",Sr. VP and CFO,Common Stock,A,216.2941,124.83
2016-02-01,IBM,"IWATA, JON C",Senior Vice President,Common Stock,A,8667.0,0.0
2016-02-01,IBM,"GHERSON, DIANE J",Senior Vice President,Common Stock,D,1838.0,124.49
2016-02-01,IBM,"SCHROETER, MARTIN J",Sr. VP and CFO,Common Stock,A,4012.0,0.0
2016-02-01,IBM,"SCHROETER, MARTIN J",Sr. VP and CFO,Common Stock,D,1502.0,124.49
2016-02-01,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,3687.0,124.49
2016-02-01,IBM,"CLEMENTI, ERICH",Senior Vice President,Common Stock,A,8667.0,0.0
2016-02-01,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,A,855.0,0.0
2016-02-01,IBM,"KELLY, JOHN E III",Senior Vice President,Common Stock,D,5615.0,124.49
2016-02-01,IBM,"KELLY, JOHN E III",Senior Vice President,Common Stock,A,13124.0,0.0
2016-02-01,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Common Stock,D,2401.0,124.49
2016-02-01,IBM,"JETTER, MARTIN",Senior Vice President,Common Stock,A,2823.0,0.0
2016-02-01,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,A,33192.0,0.0
2016-02-01,IBM,"SCHROETER, MARTIN J",Sr. VP and CFO,Phantom Stock Unit,A,665.0,124.83
2016-02-01,IBM,"SUTULA, STANLEY J III","VP, Controller",Common Stock,A,599.0,0.0
2016-02-01,IBM,"SUTULA, STANLEY J III","VP, Controller",Common Stock,D,253.0,124.49
2016-02-01,IBM,"SUTULA, STANLEY J III","VP, Controller",Rst. Stock Unit,A,7143.0,0.0
2016-02-01,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Common Stock,A,8667.0,0.0
2016-02-01,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Common Stock,D,3686.0,124.49
2016-02-01,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Common Stock,A,6438.0,0.0
2016-02-01,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Common Stock,A,2670.0,0.0
2016-02-01,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Common Stock,D,1502.0,124.49
2016-02-01,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Common Stock,A,4012.0,0.0
2016-02-01,IBM,"JETTER, MARTIN",Senior Vice President,Common Stock,D,1066.0,124.49
2016-02-01,IBM,"GHERSON, DIANE J",Senior Vice President,Common Stock,A,4952.0,0.0
2016-02-01,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,A,8667.0,0.0
2016-02-01,IBM,"CLEMENTI, ERICH",Senior Vice President,Common Stock,D,3318.0,124.49
2016-02-01,IBM,"IWATA, JON C",Senior Vice President,Common Stock,D,3265.0,124.49
2016-02-01,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Common Stock,D,1010.0,124.49
2016-02-01,IBM,"LEBLANC, ROBERT J.",Senior Vice President,Common Stock,A,6438.0,0.0
2016-02-01,IBM,"LEBLANC, ROBERT J.",Senior Vice President,Common Stock,D,2674.0,124.49
2016-02-01,IBM,"PICCIANO, ROBERT J",Senior Vice President,Common Stock,A,2377.0,0.0
2016-02-01,IBM,"ARNOLD, COLLEEN F.",Senior Vice President,Common Stock,A,6438.0,0.0
2016-02-01,IBM,"PICCIANO, ROBERT J",Senior Vice President,Common Stock,D,888.0,124.49
2016-02-01,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,15940.0,124.49
2016-02-01,IBM,"ROSAMILIA, THOMAS W",Senior Vice President,Common Stock,A,6438.0,0.0
2016-01-29,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,7.0,124.79
2016-01-29,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,11.0,124.79
2016-01-29,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,13.0,124.79
2016-01-29,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,6.0,124.79
2016-01-26,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Emp. Stock Option (right to buy),A,375000.0,0.0
2016-01-15,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,6.0,130.03
2016-01-15,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,11.0,130.03
2016-01-15,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,13.0,130.03
2016-01-15,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,6.0,130.03
2015-12-31,IBM,"VOSER, PETER R.",Director,Promised Fee Share,A,545.0,137.62
2015-12-31,IBM,"BRODY, WILLIAM R MD PHD",Director,Promised Fee Share,A,545.0,137.62
2015-12-31,IBM,"BELDA, ALAIN J P",Director,Promised Fee Share,A,545.0,137.62
2015-12-31,IBM,"MILLS, STEVEN A",Executive Vice President,Common Stock,D,11489.0,138.32
2015-12-31,IBM,"MILLS, STEVEN A",Executive Vice President,Rst. Stock Unit,D,22278.0,0.0
2015-12-31,IBM,"ESKEW, MICHAEL L",Director,Promised Fee Share,A,636.0,137.62
2015-12-31,IBM,"FARR, DAVID N",Director,Promised Fee Share,A,327.0,137.62
2015-12-31,IBM,"GORSKY, ALEX",Director,Promised Fee Share,A,545.0,137.62
2015-12-31,IBM,"MILLS, STEVEN A",Executive Vice President,Common Stock,A,22278.0,0.0
2015-12-31,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,593.0,0.0
2015-12-31,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,10.0,137.62
2015-12-31,IBM,"JACKSON, SHIRLEY A",Director,Promised Fee Share,A,582.0,137.62
2015-12-31,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,6.0,137.62
2015-12-31,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,124.0,0.0
2015-12-31,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,6.0,137.62
2015-12-31,IBM,"LIVERIS, ANDREW N",Director,Promised Fee Share,A,545.0,137.62
2015-12-31,IBM,"MCNERNEY, W JAMES JR",Director,Promised Fee Share,A,545.0,137.62
2015-12-31,IBM,"OWENS, JAMES W",Director,Promised Fee Share,A,327.0,137.62
2015-12-31,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,580.0,0.0
2015-12-31,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,12.0,137.62
2015-12-31,IBM,"SPERO, JOAN E",Director,Promised Fee Share,A,545.0,137.62
2015-12-31,IBM,"TAUREL, SIDNEY",Director,Promised Fee Share,A,582.0,137.62
2015-12-31,IBM,"CHENAULT, KENNETH I",Director,Promised Fee Share,A,545.0,137.62
2015-12-31,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,68.0,0.0
2015-12-30,IBM,"KELLY, JOHN E III",Senior Vice President,Rst. Stock Unit,A,55922.0,0.0
2015-12-22,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,D,592.0,136.945
2015-12-22,IBM,"SCHROETER, MARTIN J",Sr. VP and CFO,Common Stock,A,8000.0,0.0
2015-12-22,IBM,"KRISHNA, ARVIND",Senior Vice President,Rst. Stock Unit,D,4000.0,0.0
2015-12-22,IBM,"KRISHNA, ARVIND",Senior Vice President,Common Stock,D,2003.0,136.945
2015-12-22,IBM,"KRISHNA, ARVIND",Senior Vice President,Common Stock,A,4000.0,0.0
2015-12-22,IBM,"SCHROETER, MARTIN J",Sr. VP and CFO,Common Stock,D,4126.0,136.945
2015-12-22,IBM,"BROWDY, MICHELLE H",Senior Vice President,Rst. Stock Unit,D,1600.0,0.0
2015-12-22,IBM,"SCHROETER, MARTIN J",Sr. VP and CFO,Rst. Stock Unit,D,8000.0,0.0
2015-12-22,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,A,1600.0,0.0
2015-12-15,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,10.0,137.79
2015-12-15,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,6.0,137.79
2015-12-15,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,6.0,137.79
2015-12-15,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,12.0,137.79
2015-12-01,IBM,"PICCIANO, ROBERT J",Senior Vice President,Common Stock,D,3.0,140.525
2015-12-01,IBM,"PICCIANO, ROBERT J",Senior Vice President,Common Stock,A,7.0,0.0
2015-12-01,IBM,"PICCIANO, ROBERT J",Senior Vice President,Rst. Stock Unit,D,7.0,0.0
2015-11-30,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,10.0,139.42
2015-11-30,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Phantom Stock Unit,A,12.0,139.42
2015-11-30,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,6.0,139.42
2015-11-30,IBM,"KAVANAUGH, JAMES J",Senior Vice President,Phantom Stock Unit,A,6.0,139.42
2015-11-23,IBM,"MILLS, STEVEN A",Executive Vice President,Common Stock,D,300.0,138.315
